,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Windspeed
391,sines,14,PT,1650843155,88,37.9562,-8.8698,57.29,4.56
392,bad aibling,100,DE,1650843155,91,47.8638,12.0106,49.26,6.29
393,chabahar,0,IR,1650843155,82,25.2919,60.643,79.81,3.06
394,conde,0,BR,1650843156,94,-7.2597,-34.9075,76.46,4.61
395,sibolga,86,ID,1650843156,88,1.7427,98.7792,77.34,2.95
396,haines junction,94,CA,1650843157,43,60.7522,-137.5108,49.95,8.05
397,dzaoudzi,0,YT,1650843157,83,-12.7887,45.2699,80.49,3.44
398,banda aceh,82,ID,1650843157,78,5.5577,95.3222,80.83,2.75
399,bay roberts,100,CA,1650843218,93,47.5999,-53.2648,37.06,7
400,new bern,0,US,1650843218,73,35.1085,-77.0441,71.65,6.76
401,sentyabrskiy,,,,,,,,
402,sarrebourg,97,FR,1650843219,96,48.7333,7.05,48.81,3.42
403,bathsheba,40,BB,1650843219,78,13.2167,-59.5167,79.41,16.11
404,kidal,0,ML,1650843220,9,18.4411,1.4078,80.1,10.92
405,vostok,65,RU,1650843220,32,46.4856,135.8833,43.7,4.59
406,hauterive,100,FR,1650842977,94,46.0901,3.4459,52.56,8.25
407,uglegorsk,22,RU,1650843221,72,49.0833,142.0333,34.97,15.5
408,uni,81,RU,1650843221,94,57.7535,51.4923,37.89,4.9
409,axim,100,GH,1650843222,90,4.8699,-2.2405,77.41,3.31
410,lake havasu city,0,US,1650843222,8,34.4839,-114.3224,83.01,26.46
411,strezhevoy,100,RU,1650843223,99,60.7333,77.5889,32.05,7.31
412,meiningen,100,DE,1650843223,96,50.5679,10.4152,45.59,3.02
413,altay,79,CN,1650843224,51,47.8667,88.1167,31.6,4.5
414,ibra,2,OM,1650843225,41,22.6906,58.5334,76.73,1.16
415,sioux lookout,100,CA,1650843225,93,50.1001,-91.917,37.47,8.05
416,lompoc,0,US,1650843226,66,34.6391,-120.4579,81.79,21.99
417,nanakuli,75,US,1650843226,57,21.3906,-158.1547,84.15,13.8
418,pincher creek,0,CA,1650843006,24,49.4833,-113.952,60.49,12.66
419,saint-paul,74,RE,1650843227,75,-21.0096,55.2707,75.31,2.89
420,mehamn,100,NO,1650843227,75,71.0357,27.8492,33.66,8.28
421,luba,100,GQ,1650843228,79,3.4568,8.5547,80.08,2.01
422,lincoln,100,US,1650843025,47,40.8,-96.667,53.56,17.27
423,imbituba,3,BR,1650843228,89,-28.24,-48.6703,66.2,12.35
424,urumqi,75,CN,1650843007,71,43.801,87.6005,43.75,2.24
425,bloomsburg,20,US,1650843229,84,41.0037,-76.4549,76.91,4.99
426,tiznit,87,MA,1650843229,87,29.5833,-9.5,52.54,6.08
427,nunchia,76,CO,1650843230,84,5.6406,-72.1986,75.02,4
428,san luis,0,AR,1650843185,49,-33.295,-66.3356,68.77,14.05
429,llanes,92,ES,1650843130,84,43.4198,-4.7549,54.95,0.6
430,bambous virieux,40,MU,1650843231,73,-20.3428,57.7575,75.45,16.11
431,buchanan,96,LR,1650843231,87,5.8808,-10.0467,74.8,3.89
432,manta,20,EC,1650843231,74,-0.95,-80.7333,80.38,14.97
433,naze,9,JP,1650843232,85,28.3667,129.4833,72.52,6.29
434,tigil,98,RU,1650843232,99,57.8,158.6667,33.94,3.11
435,beringovskiy,100,RU,1650843232,79,63.05,179.3167,28.42,7.25
436,san andres,75,CO,1650843233,89,12.5847,-81.7006,78.82,9.22
437,broken hill,40,AU,1650843233,67,-31.95,141.4333,62.31,9.22
438,chuncheng,53,CN,1650843233,87,22.1731,111.7886,79.95,8.55
439,trat,22,TH,1650843234,88,12.5,102.5,84.9,0.92
440,plettenberg bay,1,ZA,1650843234,71,-34.0527,23.3716,54.9,8.55
441,mikhaylovka,100,RU,1650843234,76,50.06,43.2379,52.79,8.7
442,batabano,49,CU,1650843235,68,22.7164,-82.2881,72.21,7.18
443,zolochiv,100,UA,1650843235,87,49.806,24.8944,50.31,11.21
444,ayagoz,88,KZ,1650843235,47,47.9714,80.4392,32.34,12.28
445,tepic,0,MX,1650843220,35,21.5,-104.9,87.3,17.27
446,cabedelo,42,BR,1650843236,83,-6.9811,-34.8339,77.67,10.6
447,murray,0,US,1650843001,37,40.6669,-111.888,57.79,18.99
448,taoudenni,0,ML,1650843236,24,22.6783,-3.9836,79.32,12.82
449,sungairaya,98,ID,1650843237,91,0.7,108.9,78.82,4.56
450,niono,98,ML,1650843297,11,14.2526,-5.993,92.08,14.97
451,hanover,75,DE,1650843297,86,52.3705,9.7332,47.88,6.91
452,igrim,100,RU,1650843298,99,63.1906,64.4162,32.54,2.01
453,corn island,0,NI,1650843299,74,12.1694,-83.0418,81.55,10.6
454,junqueiropolis,22,BR,1650843299,63,-21.5147,-51.4336,74.71,11.21
455,tabas,83,IR,1650843300,26,33.5959,56.9244,75.33,3.49
456,bada,100,RU,1650843300,68,51.392,109.8717,29.32,5.35
457,malanje,82,AO,1650843301,88,-9.5402,16.341,62.55,1.74
458,nenjiang,96,CN,1650843301,57,49.1833,125.2167,44.87,7.87
459,seoul,75,KR,1650843302,88,37.5683,126.9778,64,2.3
460,jacareacanga,35,BR,1650843302,92,-6.2222,-57.7528,75.49,2.86
461,qafsah,,,,,,,,
462,tura,49,IN,1650843303,96,25.5198,90.2201,72.73,6.46
463,palmas,20,BR,1650843303,89,-10.2128,-48.3603,78.67,3.44
464,los llanos de aridane,20,ES,1650843224,76,28.6585,-17.9182,62.35,3.44
465,payo,,,,,,,,
466,poltavka,96,RU,1650843304,54,54.3663,71.7632,34.57,6.17
467,gat,83,IL,1650843302,100,31.61,34.7642,74.39,2.86
468,fortuna,0,US,1650843052,75,40.5982,-124.1573,61.93,13.8
469,erpeli,69,RU,1650843304,71,42.8058,46.9773,54.25,2.62
470,asau,94,RO,1650843305,96,46.4333,26.4,54.52,5.03
471,yumen,16,CN,1650843305,54,40.2833,97.2,51.26,12.64
472,atherton,15,GB,1650843305,74,53.5237,-2.4935,46.29,1.99
473,dickinson,75,US,1650843306,83,29.4608,-95.0513,82.56,14.97
474,shimoda,46,JP,1650843306,80,34.6667,138.95,68.36,1.88
475,pishin,16,PK,1650843306,27,30.5803,66.9961,65.25,3.4
476,basco,9,PH,1650843307,84,20.4487,121.9702,81.63,18.88
477,broome,0,US,1650843307,38,42.2506,-75.833,75.97,8.05
478,ereymentau,,,,,,,,
479,nanortalik,99,GL,1650843307,93,60.1432,-45.2371,36.63,1.83
480,ahipara,95,NZ,1650843308,70,-35.1667,173.1667,65.93,12.82
481,kalmunai,52,LK,1650843308,85,7.4167,81.8167,79.03,4.61
482,east stroudsburg,9,US,1650843308,78,40.9995,-75.1813,62.37,4.34
483,jijiga,93,ET,1650843309,91,9.35,42.8,62.13,6.69
484,bahia de caraquez,80,EC,1650843309,86,-0.6,-80.4167,80.78,7.25
485,seymchan,94,RU,1650843309,72,62.8833,152.4333,26.78,9.73
486,eirunepe,74,BR,1650843310,95,-6.6603,-69.8736,75.22,0.78
487,allanridge,55,ZA,1650843310,94,-27.7543,26.6438,56.61,5.12
488,yokadouma,99,CM,1650843310,92,3.5167,15.05,70.39,2.17
489,yuzawa,17,JP,1650843311,67,39.1667,140.5,64.65,3.27
490,vangaindrano,100,MG,1650843311,90,-23.35,47.6,72.32,3.74
491,norfolk,100,US,1650843311,41,42.1668,-71.2495,52.45,0
492,owensboro,75,US,1650843125,50,37.7742,-87.1133,80.65,12.66
493,puerto leguizamo,100,CO,1650843312,99,-0.1934,-74.7819,72.3,1.72
494,severo-kurilsk,67,RU,1650843312,89,50.6789,156.125,33.91,1.72
495,nelson bay,54,AU,1650843312,96,-32.7167,152.15,64.99,4.88
496,praya,0,CV,1650843313,50,14.9215,-23.5087,75.74,12.66
497,godda,2,IN,1650843313,16,24.8333,87.2167,79.2,3.65
498,port macquarie,94,AU,1650843042,63,-31.4333,152.9167,62.89,4.32
499,jibuti,82,DJ,1650843313,62,11.5,42.5,75.15,10.76
500,indramayu,78,ID,1650843314,80,-6.3264,108.32,80.62,2.89
501,darjiu,99,RO,1650843314,91,46.2,25.2,46.67,2.59
502,svetlaya,14,RU,1650843315,51,46.5389,138.3297,46.04,5.66
503,ust-kulom,93,RU,1650843375,99,61.6864,53.6902,30.4,3.22
504,tumannyy,,,,,,,,
505,asayita,,,,,,,,
506,garowe,3,SO,1650843376,72,8.4054,48.4845,75.13,9.69
507,emerald,100,AU,1650843376,73,-23.5333,148.1667,68.14,20.71
508,khandyga,93,RU,1650843376,79,62.6667,135.6,28.96,0.49
509,inverell,62,AU,1650843377,57,-29.7833,151.1167,69.67,5.01
510,kunming,0,CN,1650843377,58,25.0389,102.7183,55.33,15.66
511,le port,74,RE,1650843378,77,-20.9373,55.2919,75.2,6.53
512,sakyla,22,FI,1650843378,89,61.0333,22.3333,34.05,4.76
513,guarapari,61,BR,1650843378,89,-20.6667,-40.4975,77.9,10.6
514,valleyview,99,CA,1650843379,23,55.0667,-117.2859,62.64,14.97
515,svetlogorsk,83,BY,1650843379,87,52.6333,29.7333,47.3,7.63
516,bardiyah,3,LY,1650843380,77,31.7561,25.0865,61.48,6.55
517,keetmanshoop,0,NA,1650843380,27,-26.5833,18.1333,49.93,4.68
518,agva,,,,,,,,
519,douglas,100,US,1650843326,54,41.3,-96.167,50.86,19.57
520,dunmore town,25,BS,1650843380,72,25.5,-76.65,75.42,20.36
521,aranos,43,NA,1650843381,44,-24.1333,19.1167,59.2,12.86
522,eyl,32,SO,1650843381,75,7.9803,49.8164,80.08,7.43
523,chagda,,,,,,,,
524,maine-soroa,83,NE,1650843382,15,13.2114,12.0241,86.02,3.8
525,khani,,,,,,,,
526,lakes entrance,93,AU,1650843382,76,-37.8811,147.981,58.15,2.19
527,aykhal,55,RU,1650843382,84,66,111.5,16.27,3.36
528,puerto escondido,20,MX,1650843383,70,15.85,-97.0667,85.03,9.22
529,ponferrada,80,ES,1650843383,93,42.5466,-6.5962,46.22,1.99
530,jizan,47,SA,1650843383,46,17.3333,42.6667,85.14,3.22
531,xining,72,CN,1650843384,50,36.6167,101.7667,50.92,3.24
532,sirjan,26,IR,1650843384,29,29.452,55.6814,62.62,2.75
533,isernia,32,IT,1650843384,97,41.6002,14.2382,49.53,5.37
534,saint-joseph,93,RE,1650843385,77,-21.3667,55.6167,73.78,13.78
535,talcahuano,20,CL,1650843385,82,-36.7167,-73.1167,53.28,8.05
536,esmeralda,97,CU,1650843385,75,21.8525,-78.1169,75.79,13.69
537,salalah,43,OM,1650843386,79,17.0151,54.0924,79.27,4.45
538,keti bandar,0,PK,1650843386,80,24.1447,67.4497,80.1,15.39
539,foindu,100,SL,1650843386,94,7.4108,-11.5422,73.78,4.16
540,soyo,83,AO,1650843387,90,-6.1349,12.3689,78.26,5.82
541,cururupu,15,BR,1650843387,92,-1.8283,-44.8683,73.22,2.98
542,mykolayiv,79,UA,1650843387,76,46.9659,31.9974,52.57,3.87
543,kez,98,RU,1650843387,100,57.8979,53.7152,37.17,2.55
544,makhu,5,IN,1650843388,25,31.1033,74.9978,76.28,4.16
545,jianhu,87,CN,1650843388,77,29.9799,120.5712,67.95,5.48
546,inongo,58,CD,1650843389,90,-1.95,18.2667,72.36,3.6
547,semey,0,KZ,1650843389,69,50.4111,80.2275,28.62,4.47
548,las vegas,0,US,1650843150,11,36.175,-115.1372,77.61,6.91
549,road town,40,VG,1650843353,69,18.4167,-64.6167,78.89,8.05
550,bud,100,US,1650843389,63,39.447,-86.1758,77.02,14.9
551,makakilo city,75,US,1650843390,55,21.3469,-158.0858,82.72,20.71
552,nuuk,100,GL,1650843390,93,64.1835,-51.7216,30.81,5.75
553,huarmey,38,PE,1650843390,84,-10.0681,-78.1522,68.77,9.33
554,samusu,,,,,,,,
555,sault sainte marie,75,CA,1650843095,87,46.5168,-84.3333,59.56,10.36
556,ankazobe,99,MG,1650843391,92,-18.3167,47.1167,57.79,6.64
557,bayir,,,,,,,,
558,christchurch,66,NZ,1650843317,68,-43.5333,172.6333,67.41,4.61
559,olinda,40,BR,1650843184,74,-8.0089,-34.8553,82.13,8.05
560,sabang,78,ID,1650843452,75,5.8933,95.3214,82.96,3.87
561,yangambi,100,CD,1650843452,97,0.8102,24.4336,68.49,1.41
562,guhagar,1,IN,1650843452,69,17.4842,73.1929,80.49,7.43
563,lagunas,100,PE,1650843452,96,-5.2269,-75.6753,75,3.49
564,koumac,92,NC,1650843453,68,-20.5667,164.2833,78.67,13.96
565,moche,100,PE,1650843453,94,-8.1711,-79.0092,62.78,10.36
566,awbari,97,LY,1650843453,12,26.5921,12.7805,72.84,12.8
567,arman,61,RU,1650843454,63,59.7,150.1667,37.02,9.31
568,gisborne,77,NZ,1650843454,76,-38.6533,178.0042,60.75,8.19
569,miass,85,RU,1650843454,66,55.045,60.1083,41.22,3.78
570,toliary,,,,,,,,
571,maldonado,1,UY,1650843447,33,-34.6667,-54.9167,72.23,15.08
572,sao filipe,13,CV,1650843455,72,14.8961,-24.4956,74.75,2.86
573,gurgan,,,,,,,,
574,formoso do araguaia,,,,,,,,
575,thompson,20,CA,1650843455,45,55.7435,-97.8558,19.56,23.02
576,poim,99,RU,1650843456,81,53.0264,43.1872,51.06,9.06
577,oksbol,30,DK,1650843456,73,55.6268,8.2876,44.91,12.15
578,nhulunbuy,88,AU,1650843456,78,-12.2333,136.7667,81.21,2.3
579,salinopolis,98,BR,1650843457,87,-0.6136,-47.3561,78.26,10.58
580,rocha,1,UY,1650843457,43,-34.4833,-54.3333,65.5,13.27
581,pampas,81,PE,1650843457,92,-12.4,-74.9,49.87,4.68
582,erdenet,100,MN,1650843458,83,49.0333,104.0833,22.89,9.01
583,opuwo,6,NA,1650843458,50,-18.0607,13.84,64.6,4.47
584,fallon,0,US,1650843458,12,39.4735,-118.7774,65.44,6.91
585,shubarkuduk,27,KZ,1650843459,59,49.1447,56.4872,42.82,3.89
586,sidi qasim,,,,,,,,
587,trincomalee,21,LK,1650843459,84,8.5711,81.2335,80.13,6.22
588,montepuez,100,MZ,1650843459,98,-13.1256,38.9997,68.31,1.1
589,logatec,100,SI,1650843460,88,45.9144,14.2258,47.34,3.15
590,yangjiang,28,CN,1650843460,86,21.85,111.9667,79.2,10.02
591,poum,92,NC,1650843460,72,-20.2333,164.0167,77.14,12.97
592,rudbar,19,AF,1650843461,30,30.15,62.6,75.24,6.64
593,mitsamiouli,100,KM,1650843461,83,-11.3847,43.2844,80.65,10.54
594,formosa,0,AR,1650843461,83,-26.1775,-58.1781,80.58,10.36
595,dingle,85,PH,1650843462,79,10.9995,122.6711,82.29,8.88
596,yar-sale,32,RU,1650843462,99,66.8333,70.8333,-0.11,4.07
597,bourail,100,NC,1650843462,70,-21.5667,165.4833,75.6,15.79
598,sept-iles,40,CA,1650843404,62,50.2001,-66.3821,41,5.75
599,pochutla,,,,,,,,
600,boa vista,40,BR,1650843463,74,2.8197,-60.6733,80.58,4.61
601,tabou,100,CI,1650843463,88,4.423,-7.3528,80.64,6.98
602,mazamari,85,PE,1650843463,93,-11.3258,-74.5308,73.53,1.39
603,pervomayskoye,62,RU,1650843464,73,43.919,46.7102,49.1,8.66
604,grand gaube,91,MU,1650843464,72,-20.0064,57.6608,75.6,5.99
605,egvekinot,17,RU,1650843464,79,66.3167,-179.1667,21.96,3.38
606,rothenbach,100,DE,1650843465,82,47.6167,9.9833,44.96,5.99
607,cap-haitien,93,HT,1650843465,70,19.7578,-72.2042,78.71,18.19
608,mahanoro,99,MG,1650843465,87,-19.9,48.8,72.39,1.05
609,kisanga,99,TZ,1650843466,97,-7.4362,37.7034,72.14,1.9
610,krasnoyarsk-45,,,,,,,,
611,jalu,,,,,,,,
612,sinnamary,91,GF,1650843466,90,5.3833,-52.95,78.12,10.36
613,dekar,64,BW,1650843466,36,-21.5333,21.9333,70.93,7.16
614,bani,71,DO,1650843467,75,18.2833,-70.3333,80.04,11.7
615,grand river south east,,,,,,,,
616,henties bay,,,,,,,,
617,mahibadhoo,60,MV,1650843467,71,3.7833,72.9667,83.88,6.82
618,callaway,0,US,1650843468,70,30.153,-85.5699,77.05,16.11
619,svecha,89,RU,1650843528,93,58.2785,47.5164,37.49,6.29
620,gulu,100,UG,1650843529,98,2.7746,32.299,64.58,3.69
621,mayo,0,US,1650843448,63,38.8876,-76.5119,70.68,11.5
622,felidhoo,,,,,,,,
623,faya,,,,,,,,
624,meulaboh,63,ID,1650843529,89,4.1363,96.1285,77.79,3.78
